,BILL_NO,BILL_ID,PUBL_PROPOSER,BILL_NAME,DESCRIPTION,LINK_URL,VOTE_DATE,VOTE_RESULT,RST_PROPOSER
837,2108898,PRC_W2U1Z0Z2B2R3C1G9M5B7S4L1M2U5V9,,폐기물의 국가 간 이동 및 그 처리에 관한 법률 일부개정법률안," 1. 대안의 제안이유 이물질이 섞인 폐플라스틱 등 폐기물을 불법으로 수출하는 사례가 적발됨에 따라 환경부는 보세구역 등에서 수출입하려는 폐기물 컨테이너의 개장 검사를 지속적으로 확대하고 있음. 그러나, 현재 컨테이너 개장검사를 위해 보세구역 등에서 검사 대상 컨테이너를 검사 장소로 운반하거나 개장하는 비용 등을 국가가 전액 부담함으로써 국가재정이 낭비되는 문제가 발생함. 이에, 폐기물을 수출입하려는 자가 통관 전 검사에 소요되는 비용을 부담하도록 하되, 검사 결과 위법한 사항이 없는 것으로 판명된 경우에 대해서는 예산의 범위에서 검사 비용을 국가가 지원할 수 있도록 하는 등 현 법령의 문제점을 보완하고자 함. 또한 1994년 이후 유지되고 있는 과태료의 상한액을 물가변동률 등 사회적ㆍ경제적 상황의 변화를 고려하여 적정한 수준으로 조정하기 위하여, 수출입규제폐기물을 수출하거나 수입하려는 자가 일정한 포장을 하지 아니하거나 표지를 부착하지 아니하는 등의 법령 위반행위에 대한 과태료의 상한액을 100만원에서 200만원으로 상향하고자 함. 2. 대안의 주요내용 가. 위해성이 크지 않고 불법수출입으로 인한 환경오염 우려가 적다고 환경부장관이 인정하는 폐기물에 대해서는 환경부장관이 수출입자의 자격에 관한 사항을 따로 고시할 수 있도록 함(안 제5조의2제3항 신설). 나. 환경부장관이 폐기물 수출입의 적정 관리를 위하여 관계 공무원으로 하여금 보세구역 등에 출입하여 검사를 실시하는 경우 검사 대상 물품의 채취？운반 등에 필요한 비용을 화주(貨主)가 부담하도록 하되, 중소기업의 컨테이너 화물로서 검사 결과 이 법 또는 수출입관계법령 위반사실이 없을 경우 해당 물품에 대한 검사비용을 국가가 지원할 수 있도록 함(안 제22조제4항 신설). 다. 법 제32조제3항의 과태료 상한을 200만원으로 상향조정함(안 제32조제3항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U1Z0Z2B2R3C1G9M5B7S4L1M2U5V9,2021-03-24,원안가결,환경노동위원장
838,2108899,PRC_F2O1Q0Q2M2T3Z1Z9W5F8R2B7V0P7H3,,자연환경보전법 일부개정법률안," 제안이유 급격한 기후변화와 코로나19 팬데믹 등을 계기로 자연환경 보전의 중요성은 강조되고 있으나 산업화와 도시화 등으로 자연환경은 지속적으로 훼손되고 있으며, 물다양성협약, EU, 독일, 미국 등은 순손실방지(‘No Net Loss’)라는 개념을 적용하여 자연환경과 생태계서비스를 유지？증진하기 위해 노력하고 있음. 이에 자연환경의 순손실 방지 및 오염자 부담의 원칙을 반영하여 사업자의 책무를 구체화하고, 자연환경·생태계서비스의 유지？증진과 관련한 사항을 자연환경보전기본계획에 포함하도록 하여 보전과 이용이 공존하는 지속가능한 국토환경을 조성하고자 함. 한편, 부담금을 규정한 다수 법률에는 부담금을 현실적으로 징수하기 어려운 경우 체납액을 결손처분 하도록 규정되어 있으나, 현행 생태계보전협력금에는 결손처분 규정이 도입되어 있지 않아 행정력 및 행정비용의 낭비로 이어지고 있으므로, 체납된 생태계보전협력금의 징수가 불가능한 경우 등에 그 체납액을 결손처분 할 수 있도록 함으로써 행정력 및 행정비용 낭비를 방지하고자 함. 주요내용 가. 사업자가 사업활동을 할 때 사업활동으로부터 비롯되는 자연환경훼손을 방지하고, 훼손되는 자연환경에 상응하도록 스스로 복원·복구하는 등 필요한 조치를 하도록 함(안 제4조). 나. 자연환경·생태계서비스의 유지·증진과 관련된 사항을 자연환경보전기본계획에 포함하도록 함(안 제9조). 다. 체납자가 행방불명된 경우, 소멸시효가 완성된 경우, 체납처분 이후 체납액에 충당된 배분금액이 체납액보다 부족한 경우 등에는 그 체납액을 결손처분 할 수 있도록 함(안 제48조의2 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2O1Q0Q2M2T3Z1Z9W5F8R2B7V0P7H3,2021-03-24,원안가결,환경노동위원장
839,2108900,PRC_D2U1M0M2S2D3S1U9C5J4Q3E9W5L5J6,,가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안," 1. 대안의 제안이유 가축분뇨와 축산 악취로 인해 환경이 오염되고 농촌생활환경 훼손과 지역 주민 민원이 급증하고 있음을 고려하여, 가축분뇨 배출시설의 허가 신청 시 구비하는 배출시설의 설치계획에 가축분뇨 처리 및 악취저감에 관한 사항을 포함하도록 하려는 것임. 또한, 국민생활 및 기업활동과 밀접하게 관련되어 있는 신고 민원의 처리절차를 법령에서 명확하게 규정함으로써 관련 민원의 투명하고 신속한 처리와 일선 행정기관의 적극행정을 유도하기 위하여, 가축분뇨 배출시설의 설치신고ㆍ변경신고 및 가축분뇨의 재활용신고ㆍ변경신고 등이 수리가 필요한 신고임을 명시하고, 가축분뇨 처리시설 설계ㆍ시공업의 등록사항에 대한 변경신고를 받은 경우에는 10일 이내에 신고수리 여부를 신고인에게 통지하도록 하여 그 기간 내에 신고수리 여부나 처리기간의 연장을 통지하지 아니한 경우에는 신고를 수리한 것으로 간주(看做)하는 제도를 도입하려는 것임. 2. 대안의 주요내용 가. 가축분뇨 배출시설의 허가 신청 시 구비하는 배출시설의 설치계획에 가축분뇨 처리 및 악취저감에 관한 사항을 포함하도록 함(안 제11조제1항) 나. 배출시설의 설치신고, 가축분뇨 고체연료의 사용신고, 방류수수질기준 초과 신고, 가축분뇨의 재활용신고 및 처리시설 설계·시공업 변경신고의 법적 성격을 명확히 함(안 제11조제5항 등). 다. 처리시설 설계·시공업 변경신고에 대하여 신고수리 간주제를 도입함(안 제34조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2U1M0M2S2D3S1U9C5J4Q3E9W5L5J6,2021-03-24,원안가결,환경노동위원장
840,2108902,PRC_R2Q1T0T2L2M5V1L5U0D4V3T7Z0T7W2,,스포츠산업 진흥법 일부개정법률안," 2. 대안의 제안이유 및 주요내용 가. 기본계획에 대한 수립주기를 5년으로 규정함(안 제5조제1항). 나. 매년 스포츠산업 진흥에 관한 시책과 동향에 대한 보고서를 정기국회 시작 전까지 국회에 제출하도록 함(안 제5조의2 신설). 다. 지방자치단체의 장의 공유재산 사용료 감면 근거를 법률로 상향하면서, 감염병 등 재난이 발생하여 프로스포츠단이 정상적인 경기를 개최할 수 없는 경우를 공유재산 사용료 감면 사유로 신설함(안 제17조제4항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q1T0T2L2M5V1L5U0D4V3T7Z0T7W2,2021-03-24,원안가결,문화체육관광위원장
841,2108903,PRC_X2P1K0Z2B2K5F1P5B0P5I3J7S5I1T9,,관광진흥법 일부개정법률안," 2. 대안의 제안이유 최근 감염병의 확산으로 관광이 어려워지면서 관광숙박시설 및 야영장에 대한 평가가 정상적으로 이루어지기 어려운 상황이므로 관광숙박업 및 야영장업에 대한 등급결정을 연기하거나 기존 등급결정의 유효기간을 연장하려는 것임. 또한, 특별관리지역은 해당 지자체의 조례에 따라 지방자치단체별로 지정하도록 규정하고 있어 타 지역 주민들이나 일반 국민들이 그 지정여부를 알기 어려운 측면이 있는 등 미비점이 있으므로 이를 정비？보완함으로써 특별관리지역 지정제도의 실효성을 제고하려는 것임. 아울러, 관광특구 평가결과에 따른 시？도지사의 사후조치를 의무화함으로써 관광특구 평가의 효과성을 담보하려는 것임. 3. 대안의 주요내용 가. 감염병 확산으로 「재난 및 안전관리 기본법」 제38조제2항에 따른 경계 이상의 위기경보가 발령된 경우 관광숙박업 및 야영장업에 대한 등급결정을 연기하거나 기존의 등급결정의 유효기간을 연장할 수 있도록 함(안 제19조제5항 신설 등). 나. 특별관리지역이 2개 이상의 시？도나 시？군？구에 걸쳐 있는 경우 해당 지역이 같은 시·도 내에서 둘 이상의 시·군·구에 걸쳐 있는 경우에는 시·도지사가 지정하고, 둘 이상의 시·도에 걸쳐 있는 경우에는 해당 시·도지사가 공동으로 지정하도록 함(안 제48조의3제2항 후단 신설). 다. 문화체육관광부장관이 특별관리지역으로 지정할 필요가 있다고 인정하는 경우에는 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장에게 특별관리지역으로 지정하는 것을 권고할 수 있도록 함(안 제48조의3제3항 신설). 라. 특별관리지역을 지정？변경 또는 해제할 때 문화체육관광부장관과의 협의를 의무화하고, 경미한 사항을 변경할 경우에는 협의를 생략할 수 있도록 함(안 제48조의3제4항). 마. 특별관리지역을 지정？변경 또는 해제할 때 지정？변경？해제 사유, 특별관리지역 내 조치사항을 추가하여 해당 지방자치단체 공보에 고시하고 문화체육관광부장관에게 제출하도록 함(안 제48조의3제5항). 바. 특별관리지역에 대하여 조례로 정하는 바에 따라 관광객 방문 시간제한, 이용료 징수, 차량？관광객 통행 제한 조치를 추가하도록 하고, 조례를 위반한 사람에게 「지방자치법」에 따른 과태료를 부과하도록 함(안 제48조의3제6항 및 제7항 신설). 사. 시ㆍ도지사나 시장ㆍ군수ㆍ구청장으로 하여금 특별관리지역에 해당 지역의 범위, 조치사항 등을 표시한 안내판을 설치하도록 함(안 제48조의3제8항 신설). 아. 시ㆍ도지사로 하여금 관광특구 지정 요건에 맞지 아니하거나 추진실적이 미흡한 관광특구에 대하여 지정취소？면적조정？개선권고 등 필요한 조치를 의무화하도록 함(안 제73조제2항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2P1K0Z2B2K5F1P5B0P5I3J7S5I1T9,2021-03-24,원안가결,문화체육관광위원장
842,2108949,PRC_O2G1Z0L3S0J8W1S7R1R4C2A5D5X3W9,,수목원·정원의 조성 및 진흥에 관한 법률 일부개정법률안," 제안이유 및 주요내용 수목원의 안정적 운영 및 경영활성화에 필요한 경비의 원활한 조달을 위하여 수익사업을 실시할 수 있는 근거를 마련하고, 국토의 균형발전 및 정원문화 수혜의 지역간 불균형 해소 등을 위하여 권역별 국가정원 확충 노력을 하도록 하며, 산림청장에게 정원진흥 사업과 연구개발 및 국제교류를 추진할 수 있도록 하고, 한국수목원관리원의 업무범위를 확대하여 정원산업 진흥 및 정원문화 활성화에 관한 사업을 포함하도록 하되, 그 명칭을 한국수목원정원관리원으로 변경하도록 하는 등 그 밖에 집행상 나타난 미비점을 정비하려는 것임(안 제3조제1항제9호의2, 제18조의3, 제18조의8부터 제18조의12까지, 제18조의18 등). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2G1Z0L3S0J8W1S7R1R4C2A5D5X3W9,2021-03-24,원안가결,농림축산식품해양수산위원장
843,2108950,PRC_X2L1C0L3V0P8T1W7J1C3R4Y2T7P6G9,,산림보호법 일부개정법률안," 제안이유 및 주요내용 산림청장으로 하여금 나무의사 등의 양성기관을 광역자치단체별로 1개 이상 지정 및 운영하도록 노력할 의무를 부과하고, 지방자치단체가 산불진화 헬리콥터 등 산불진화장비를 도입하는 경우 그 비용의 일부를 지원할 수 있도록 함(안 제21조의7 제4항 및 제33조제3항 후단 등). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2L1C0L3V0P8T1W7J1C3R4Y2T7P6G9,2021-03-24,원안가결,농림축산식품해양수산위원장
844,2108958,PRC_M2H1L0Z2D1B9N1N5H4F9D0W1F3A1L1,,농지법 일부개정법률안," 제안이유 헌법 제121조는 “국가는 농지에 관하여 경자유전의 원칙이 달성될 수 있도록 노력해야 하며, 농지의 소작제도는 금지된다”라고 선언하고, “농업생산성의 제고와 농지의 합리적 이용을 위하거나 불가피한 사정으로 발생하는 농지의 임대차와 위탁경영은 법률이 정하는 바에 의하여서만 인정되어야 한다”라고 규정하고 있음. 이러한 헌법 규정에도 불구하고 전체농가 중 임차 농가가 51.4%로 자경농가를 초과하여 경자유전의 헌법정신은 사라지고 예외적이어야 할 임차농이 주류를 이루는 비정상이 횡행하고 있음. 현행 농지법령에 따르면 비농업인이라도, 상속인 또는 8년 이상 농업경영에 종사했던 이농자는 상속 또는 이농 당시 소유하고 있는 1만 제곱미터 이내의 농지를 아무런 제한 없이 소유할 수 있고, 이 경우에는 농업경영이나 농지처분 의무도 없어, 임차농 증가의 주원인으로 작용하고 있음. 농촌인구는 급격하게 고령화되고 있으나, 자손들 대부분은 도시에 거주하는 현실에 비추어 볼 때, 시간이 흐를수록 비농업 상속인 및 이농자의 농지 소유가 확대될 것으로 예상되나, 그들의 농업경영은 기대하기 어렵고, 일선 행정기관이나 인근 농지경영자 등 이해관계인들의 소유자ㆍ임차인 등 현황 파악과 사후관리에 어려움이 가중되고 있음. 특히, 농지 상속은 「민법」(제187조, 제997조)에 따라 피상속인 사망으로 자동개시되고 등기 여부와 관계없이 소유권이 이전되어 농지의 상속과 취득 현황 파악이 어려우며, 상속인과 이농자 소유 농지의 휴경이나 불법 임대차 등에 대한 적절한 관리 수단을 확보할 필요가 있음. 이에 상속인 및 이농자 소유농지도 농업경영에 이용되어야 하는 농지임을 명확히 하고, 상속농지나 휴경농지 현황을 행정기관과 이해관계인들이 파악할 수 있도록 관련 정보 및 연계 정보 관리를 위한 법적 근거를 마련하려는 것임. 한편, 헌법상 기본원리인 법치주의 실현을 위해서는 법률이 올바른 용어로 표현되어 있어서 일반 국민이라면 누구나 그 내용을 쉽게 이해하고 법을 잘 지킬 수 있어야 함. 그러나 현행 법률 중 여전히 일본식 표현을 사용하는 경우가 있어 국민의 일상 언어생활과 거리가 있다는 지적을 받고 있음. 입법권에 대한 권한과 책임을 부여받은 국회는 사회 변화에 맞추어 왜곡된 법률용어와 문장을 한글화하고 이해하기 쉽게 표현하도록 노력할 필요가 있음. 이를 위해 일본식 용어 등을 한글화하거나 보다 쉬운 표현으로 개정함으로써 법률에 대한 국민의 이해 정도와 접근가능성을 확장시키고 국회에 대한 국민의 신뢰를 높이는 데에 기여하고자 함. 주요내용 가. 「농지법」상 비농업인이 예외적으로 농지를 소유하는 경우에도 해당 농지가 농업경영에 이용되어야 함을 명확히 함(안 제6조제2항 단서 신설). 나. 일본식 용어 등을 한글화하거나 보다 쉬운 표현으로 개정함으로써 법률에 대한 국민의 이해 정도와 접근가능성을 확장시키고 국회에 대한 국민의 신뢰를 높이는 데에 기여하고자 함(안 제17조제4항제5호). 다. 농림축산식품부 장관이나 시장ㆍ군수ㆍ구청장 등이 농지 관련 정책수립 등을 위해 필요한 경우 주민등록전산자료, 부동산등기전산자료 등 대통령령으로 정하는 자료에 대해 해당 자료를 관리하는 기관에 그 자료를 요청할 수 있으며, 요청을 받은 관리기관의 장은 특별한 사정이 없으면 그에 따르도록 하는 근거 마련 및 농지 관련 정보를 전자화하여 정보시스템을 구축ㆍ운영할 수 있는 근거를 마련함(안 제54조의2제1항 및 제3항 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2H1L0Z2D1B9N1N5H4F9D0W1F3A1L1,2021-03-24,원안가결,농림축산식품해양수산위원장
845,2108959,PRC_O2B1H0G2T1A9I1S5Q4R7D5D5R4B0E1,,농업협동조합법 일부개정법률안," 제안이유 및 주요내용 농협중앙회의 대표자인 회장은 회원조합장 중 일부로 구성된 대의원회에서 선출하고 있어 다수의 회원조합장은 대표자 선출에 참여하지 못하고 있으므로, 회장을 전체 회원조합의 조합장으로 구성된 총회에서 선출하도록 변경하고자 함(안 제124조제1항 및 제130조제1항). 이와 함께, 전체 조합장이 선출한 회장이 회원과 조합원의 권익을 위한 대외활동 등 본연의 업무에 집중하도록 하고, 현행 위임되어 있는 회장의 업무를 전무이사 및 조합감사위원회 위원장의 고유업무로 전환하는 등 직무 권한을 명확히 하고자 함(안 제127조, 제131조 등). 또한 농협중앙회가 회원조합지원자금 운용 및 지원계획을 수립하고, 인사추천위원회의 과반수를 외부전문가로 구성 및 위원장은 외부전문가 위원 중 호선하며, 회원의 조합장은 조합감사위원이 될 수 없도록 하고 조합, 중앙회, 자회사 임직원의 조합감사위원장 및 외부전문가 감사위원 선출 제한 기간을 강화함으로써 중앙회 주요 업무의 독립성과 투명성을 제고하려는 것임(안 제125조, 제129조제2항 등). 한편, 2011년 「농업협동조합법」 개정을 통해 종래 농업협동조합중앙회 및 조합이 수행하던 공제사업을 「보험업법」의 적용을 받는 보험업으로 전환하도록 하는 규정을 두면서, 조합은 「보험업법」상의 금융기관보험대리점으로 간주하도록 규정하였음. 그렇지만 은행과 조합은 사업목적·내용·규모 등이 본질적으로 다르고, 은행과 같은 대규모 금융회사에 적용되는 방카슈랑스 규제를 조합에 대하여 일률적으로 적용하는 것은 합리적이라고 할 수 없었음. 이러한 사정을 고려하고 공제사업을 보험업으로 전환함에 따른 영향을 최소화하기 위해 농협생명보험 및 농협손해보험(이하 “농협보험”이라 함)의 설립일(2012. 3. 2.)부터 5년(2017. 3. 1.)까지 농협보험 계약체결을 대리하는 경우에 한하여 조합에 대하여는 금융기관보험대리점(방카슈랑스) 규제 중 일부(「보험업법」 제91조제2항·제3항 및 제100조제1항제4호)의 적용을 배제하는 특례를 두었음. 그런데, 위 특례가 종료되는 경우 조합에 대하여 방카슈랑스 규제가 전면 적용되어 조합의 보험수수료 및 당기순이익은 큰 폭으로 감소할 것으로 예상되었고, 이러한 조합의 경영악화로 인해 농업인·조합원을 위한 교육지원사업 부실, 배당 축소, 경제사업 활성화 차질 초래 등 당초 사업구조개편의 근본 취지에 반하는 결과가 발생할 우려가 있어서 2016년 「농업협동조합법」 개정을 통해 특례기간을 5년간 연장하였으며, 그 기한이 2022년 3월 1일에 만료됨. 지난 5년간 다양한 노력에도 불구하고 농촌경제의 사정은 도시에 비해 나아지지 않았고, 특례기간 만료에 따른 부정적 영향(즉, 농업·농촌·농업인의 사회안전망 역할을 수행해온 조합의 보험사업 약화, 농촌 지역 보험 서비스 수준의 현저한 저하, 조합의 보험수수료 감소에 따른 조합 부실화와 그에 따른 임직원 구조조정 및 폐업 사태 초래) 또한 명백히 발생할 것으로 예상됨. 이에 농협보험 계약 체결의 경우에 한하여 조합에 대한 방카슈랑스 규제 중 일부의 적용을 배제하는 특례 기간을 5년 재연장하여 특례 종료에 따른 농축협 피해를 최소화하고 농업인 실익을 제고하려는 것임(안 법률 제10522호 부칙 제15조제3항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2B1H0G2T1A9I1S5Q4R7D5D5R4B0E1,2021-03-24,원안가결,농림축산식품해양수산위원장
846,2108960,PRC_Q2K1I0M3U0J8M1V7E1Z3U0C2C0R6U7,,농어촌정비법 일부개정법률안," 제안이유 본래의 목적으로 이용되지 않거나 방치되고 있는 농업생산기반시설에 대하여 지자체장이 농업생산기반시설의 관리자에게 해당 농업생산기반시설의 폐지를 요청할 수 있는 근거를 마련하고, 폐지요구를 받은 농업생산기반시설관리자에게 폐지신청 또는 폐지불가 의견을 제출하도록 하려는 한편, 시장？군수？구청장이 5년 단위의 빈집정비계획을 수립？시행하도록 하고, 매년 빈집정비이행계획을 수립？시행하도록 하며, 빈집실태조사를 실시하도록 하여 빈집정비계획의 실효성을 확보하려는 것임. 아울러 현장경험을 바탕으로 전문성을 보유한 농어촌민박사업자 단체를 교육운영 주체에 추가하여 교육품질 내실화 등 교육 효과를 높이는 한편, 농어촌민박에 불법카메라 등의 설치 금지 의무를 부여하고, 이를 위반할 경우 제재처분을 할 수 있도록 하는 등 행정처분 규정을 마련하며, 허위로 농어촌민박사업장임을 표시하거나 유사한 표시를 하는 행위를 금지하고, 위반시 처벌규정을 마련하려는 것임. 주요내용 가. 지자체장이 폐지사유가 발생한 농업생산기반시설의 관리자에게 해당 농업생산기반시설의 폐지를 요청하고, 이를 요청받은 농업생산기반시설관리자는 폐지신청 또는 폐지불가 의견을 제출하도록 함(안 제24조제2항 등). 나. 시장？군수？구청장이 5년 단위의 빈집정비계획을 수립？시행하도록 하고, 매년 빈집정비이행계획을 수립？시행하도록 하는 한편, 빈집정비계획의 수립？시행을 위하여 빈집실태조사를 실시하도록 함(안 제64조, 제64조의2). 다. 농어촌민박사업자단체를 교육운영 주체에 추가함(안 제86조의2). 라. 허위로 농어촌민박사업장임을 표시하거나 유사한 표시를 하는 행위를 금지하고, 농어촌민박사업장에 불법카메라 등의 설치 금지 의무를 부여함(안 제86조의3 및 제86조의4 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2K1I0M3U0J8M1V7E1Z3U0C2C0R6U7,2021-03-24,원안가결,농림축산식품해양수산위원장
847,2108975,PRC_B2H1G0L3W0S8F1K1H0W9F0Q7K2Z8S9,"강득구,박성준,유기홍,이상헌,이용빈,장철민,진성준,허종식,홍정민",장애인복지법 일부개정법률안," 제안이유 및 주요내용 현행법은 장애인권익옹호기관의 설치 및 업무 등에 관하여 규정하고 있으나, 장애인권익옹호기관의 평가에 대한 별도의 근거는 마련하고 있지 않음. 그런데 장애인학대 사건 처리 과정의 적절성과 대응능력 등을 확인하고 개선하기 위해서는 장애인권익옹호기관의 업무 실적에 대하여 정기적인 평가를 실시할 필요가 있다는 지적이 있음. 한편, 현행법은 장애인권익옹호기관의 업무로 장애인학대행위자에 대한 상담 및 사후관리를 규정하고 있을 뿐, 장애인학대행위자의 상담ㆍ교육 등에 대한 참여의무를 규정하고 있지 않아 장애인학대의 재발을 방지하기가 어려운 실정임. 이에 보건복지부장관이 장애인권익옹호기관의 성과를 평가할 수 있도록 하고, 장애인학대행위자가 의무적으로 상담ㆍ교육 등에 참여하도록 함으로써 장애인권익옹호기관의 업무를 개선하고, 장애인학대를 예방하려는 것임(안 제59조의16 및 제59조의17 신설 등). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2H1G0L3W0S8F1K1H0W9F0Q7K2Z8S9,2021-07-24,수정가결,김민석
848,2108984,PRC_L2B0H1L1P1W9N1Y5H4G2D0K1F2H9K3,,경찰공무원 보건안전 및 복지 기본법 일부개정법률안," 제안이유 건강한 치안역량 확보를 위하여 건강 유해인자 발굴을 위한 심층연구와 그 결과를 바탕으로 체계적인 건강관리가 이루어지도록 할 필요가 있으므로, 경찰공무원을 대상으로 한 심신건강연구를 도입하고 교대？야간근무, 위해환경 노출의 정도 등 근무환경을 고려하여 특수건강진단을 실시하도록 하려는 것임. 주요내용 가. 경찰공무원을 대상으로 한 심신건강연구를 도입하도록 함(안 제5조제4항, 제8조제1항). 나. 경찰공무원에 대하여 교대？야간근무, 위해환경 노출의 정도 등 근무환경을 고려하여 특수건강진단을 실시하도록 함(안 제8조의2 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2B0H1L1P1W9N1Y5H4G2D0K1F2H9K3,2021-03-24,원안가결,행정안전위원장
849,2108987,PRC_A2G1M0V2N2K2G1D8L5E3Y3M3V0Q2R0,,공유재산 및 물품 관리법 일부개정법률안," 제안이유 지방자치단체 소유 재산 및 물품의 관리·처분에 관하여 일반적인 사항을 규정하고 있는 현행법은 공유재산 및 물품의 관리 등에 대한 지방자치단체의 정책참여 및 전문성 확보, 공유재산을 적극적으로 활용·개발하기 위한 근거가 미흡함. 이에 공유재산 및 물품의 관리·처분에 관하여 지방자치단체의 참여와 자율성을 확대하고, 공유재산 및 물품을 해당 지방자치단체의 행정목적 및 주민의 공공복리 증진이나 취약계층 지원을 위해 적극 활용할 수 있도록 관리체계를 확립하며, 기타 불명확·불합리한 규정을 정비함으로써 분쟁을 예방하고 지방자치단체와 주민의 법률 이해도를 제고하고자 함. 주요내용 가. 장기적·체계적인 공유재산의 관리·개발을 위하여 5년 단위 이상의 중기공유재산관리계획을 수립하도록 함(안 제10조 신설). 나. 지방자치단체에서 공유재산관리기금을 설치·운용할 수 있도록 함(안 제18조의2 신설). 다. 지방자치단체 간 이견·분쟁 등을 합리적으로 협의·조정할 수 있는 공유재산정책협의회 설치 근거를 마련함(안 제18조의3 신설). 라. 사용허가·대부 시 제한경쟁을 도입하고, 전대를 금지하는 규정을 신설하며, 사용허가·대부 기간의 갱신 규정을 명확하게 정비함(안 제20조, 제21조, 제29조 및 제31조). 마. 재산관리관 외 해당 지방자치단체 소속 공무원이 지방재산을 취득하거나 자기의 소유재산과 교환하려는 경우에도 미리 해당 지방자치단체의 장에게 신고를 하도록 함(안 제15조). 바. 소액 사용료·대부료의 일괄징수가 가능하도록 근거를 마련하고, 사용료·대부료를 분할납부하는 경우 의무적으로 그 잔액에 대한 보증금 예치나 이행보증보험을 가입하도록 함(안 제22조, 제32조). 사. 행정재산의 관리위탁을 받은 자가 징수한 이용료를 행정재산의 관리 비용에 충당하거나 자체 수입으로 하려는 경우의 사전 승인 절차를 명확히 함(안 제27조). 아. 상호점유에 따른 대부료 감면 근거를 마련함(안 제34조). 자. 위탁개발사업 결과를 공개하도록 함(안 제43조의3). 차. 개별구매가 어려운 물품을 신속하게 확보하고 예산을 절감하기 위해 국가와 같이 물품을 그 종류와 무관하게 교환할 수 있도록 함(안 제79조). 카. 지방자치단체에서 일반재산의 관리·처분에 관한 사무를 위탁하는 경우 그 사무를 위탁받은 수탁기관도 연체료·변상금을 징수할 수 있도록 함(안 제80조, 제81조). 타. 공유재산 무단점유에 따른 변상금은 「지방행정제재금·부과금의 징수 등에 관한 법률」에 따라 징수하도록 함(안 제97조). 파. 「공유재산 및 물품관리법 시행령」으로 규정하고 있는 중요사항을 법률에 상향 규정함(안 제11조, 제14조, 제28조, 제36조, 제76조, 제78조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2G1M0V2N2K2G1D8L5E3Y3M3V0Q2R0,2021-03-24,원안가결,행정안전위원장
850,2108989,PRC_J2M1K0C2R2I3A1G4T2U0E5Z0H7I3B3,,군 사망사고 진상규명에 관한 특별법 일부개정법률안," 대안의 제안이유 현행법은 군에서 발생한 사망사고 중 의문이 제기된 사건에 대한 진상을 명확히 규명하기 위하여 제정되었음. 그런데 군사망사고의 정의 중 군인의 범위에 구(舊)「병역법」상 경비교도·전투경찰순경으로 전환복무한 자가 명시되어 있지 않아 해석상 논란이 발생할 소지가 있고, 사고 또는 사건의 범위도 2018년 9월 13일까지 발생한 사고 또는 사건으로 한정하고 있어 이후 사건의 진상규명에 대한 요구가 계속하여 제기되고 있음. 이에 군사망사고의 정의조항을 정비하고, 현행법의 유효기간과 군사망사고진상규명위원회의 활동기간을 연장하여 원활한 진상규명이 이루어지도록 하려는 것임. 대안의 주요내용 가. 군사망사고의 정의 중 군인의 범위에 구「병역법」상 경비교도·전투경찰순경으로 전환복무한 자를 명시함(안 제2조). 나. 현행법의 유효기간을 연장(3년→5년)하고 이에 맞춰 위원의 임기를 연장함(안 제5조 및 부칙 제2조) 다. 군인이 복무 중 사망한 원인이 명확하지 아니하다고 의심할만한 상당한 사유가 있는 사고의 경우 위원회가 직권으로 조사할 수 있도록 함(안 제18조의2). 라. 조사활동이 원활히 이루어 질 수 있도록 개인정보를 포함한 자료에 대한 위원회의 자료제공 요청권한을 명시함(안 제19조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2M1K0C2R2I3A1G4T2U0E5Z0H7I3B3,2021-03-24,원안가결,국방위원장
